NUM_OPER;FECHA_CORTE;PRODUCTO_COD;TIPOPERSONACOD;MONTOCREDITO;FECHACONCESION;FECHAVENCIMIENTO;PLAZO_ORIGINAL_MESES;PLAZO;MONTOCUOTA;PERIOD_PAGO;TIPOTASACOD;TASAINTERES;TIPOCREDITOCOD;CALIFICACIONCOD;SALDOCAPITAL_POR_VENCER;SALDOCAPITAL_VENCIDO;SALDOCAPITAL_ND;SALDOCAPITAL_JUDICIAL;SALDOCASTIGADO;SALDOTOTAL;DIASMORA;MORAMAXIMA;MORAPROMEDIO;NUMERORENEGOCIACION;NUMEROVECESMORA_30;NUMEROVECESMORA_60;NUMEROVECESMORA_90;NUMEROVECESMORA_180;NUMEROVECESMORA_360;NUMEROVECESMORA_MAS360
3738;31/1/2020;PROD_2;N;5000.0;28/5/2019;12/12/2020;19;564;301.33;MENS;V;14.9;CONSUMO;A1;3119.96;0.0;0.0;0.0;0;3119.96;0;0;0;0;0;0;0;0;0;0
3743;31/1/2020;PROD_2;N;5000.0;29/5/2019;10/12/2021;31;926;193.81;MENS;V;14.9;CONSUMO;A3;3856.47;135.67;0.0;0.0;0;3992.14;11;11;2;0;0;0;0;0;0;0
3744;31/1/2020;PROD_2;N;2000.0;29/5/2019;5/6/2020;13;373;174.28;MENS;V;14.9;CONSUMO;A3;871.58;122.0;0.0;0.0;0;993.58;15;16;8;0;0;0;0;0;0;0
3751;31/1/2020;PROD_2;N;15000.0;30/5/2019;5/6/2023;49;1467;399.97;MENS;V;14.9;CONSUMO;A1;12845.02;0.0;0.0;0.0;0;12845.02;0;17;6;0;0;0;0;0;0;0
3755;31/1/2020;PROD_2;N;25000.0;30/5/2019;2/6/2025;73;2195;496.3;MENS;V;14.9;CONSUMO;B2;22203.05;347.41;0.0;0.0;0;22550.46;31;31;4;0;1;0;0;0;0;0
3757;31/1/2020;PROD_2;N;8000.0;31/5/2019;5/6/2022;37;1101;269.99;MENS;V;14.9;CONSUMO;C2;0.0;222.22;6888.9;0.0;0;7111.12;87;87;30;0;1;1;0;0;0;0
3759;31/1/2020;PROD_2;N;1000.0;31/5/2019;14/6/2020;13;380;86.58;MENS;V;14.9;CONSUMO;A1;291.46;0.0;0.0;0.0;0;291.46;0;43;16;0;1;0;0;0;0;0
3764;31/1/2020;PROD_2;N;20000.0;31/5/2019;5/6/2025;73;2197;398.91;MENS;V;14.9;CONSUMO;A1;18054.08;0.0;0.0;0.0;0;18054.08;0;7;4;0;0;0;0;0;0;0
3767;31/1/2020;PROD_2;N;20000.0;31/5/2019;5/6/2024;61;1832;452.66;MENS;V;14.9;CONSUMO;A1;17683.16;0.0;0.0;0.0;0;17683.16;0;0;0;0;0;0;0;0;0;0
3773;31/1/2020;PROD_2;N;10000.0;3/6/2019;10/6/2022;36;1103;333.85;MENS;V;14.9;CONSUMO;B2;8099.62;233.69;0.0;0.0;0;8333.31;44;44;6;0;1;0;0;0;0;0
3779;31/1/2020;PROD_2;N;20000.0;4/6/2019;5/6/2024;60;1828;452.66;MENS;V;14.9;CONSUMO;A1;17683.16;0.0;0.0;0.0;0;17683.16;0;4;2;0;0;0;0;0;0;0
3785;31/1/2020;PROD_2;N;10000.0;6/6/2019;10/6/2022;36;1100;333.85;MENS;V;14.9;CONSUMO;A1;8099.62;0.0;0.0;0.0;0;8099.62;0;17;6;0;0;0;0;0;0;0
3787;31/1/2020;PROD_2;N;1200.0;6/6/2019;12/6/2020;12;372;104.57;MENS;V;14.9;CONSUMO;A1;526.8;0.0;0.0;0.0;0;526.8;0;46;15;0;1;0;0;0;0;0
3790;31/1/2020;PROD_2;N;30000.0;8/6/2019;15/6/2025;72;2199;598.37;MENS;V;14.9;CONSUMO;A1;27081.12;0.0;0.0;0.0;0;27081.12;0;0;0;0;0;0;0;0;0;0
3798;31/1/2020;PROD_2;N;7000.0;10/6/2019;10/6/2022;36;1096;233.7;MENS;V;14.9;CONSUMO;A1;5669.77;0.0;0.0;0.0;0;5669.77;0;0;0;0;0;0;0;0;0;0
3800;31/1/2020;PROD_2;N;10000.0;10/6/2019;15/6/2023;48;1466;267.99;MENS;V;14.9;CONSUMO;A1;8770.76;0.0;0.0;0.0;0;8770.76;0;41;12;0;1;0;0;0;0;0
3806;31/1/2020;PROD_2;N;5000.0;11/6/2019;11/6/2021;24;731;234.13;MENS;V;14.9;CONSUMO;B1;3570.51;163.89;0.0;0.0;0;3734.4;16;19;11;0;0;0;0;0;0;0
3808;31/1/2020;PROD_2;N;5000.0;11/6/2019;11/6/2022;36;1096;166.93;MENS;V;14.9;CONSUMO;A1;4049.81;0.0;0.0;0.0;0;4049.81;0;0;0;0;0;0;0;0;0;0
3810;31/1/2020;PROD_2;N;6000.0;12/6/2019;27/6/2021;24;746;280.96;MENS;V;14.9;CONSUMO;A1;4303.33;0.0;0.0;0.0;0;4303.33;0;0;0;0;0;0;0;0;0;0
3817;31/1/2020;PROD_2;N;10000.0;13/6/2019;15/6/2023;48;1463;266.65;MENS;V;14.9;CONSUMO;A1;8547.11;0.0;0.0;0.0;0;8547.11;0;0;0;0;0;0;0;0;0;0
3819;31/1/2020;PROD_2;N;7000.0;13/6/2019;13/12/2020;18;549;421.87;MENS;V;14.9;CONSUMO;A1;4247.74;0.0;0.0;0.0;0;4247.74;0;0;0;0;0;0;0;0;0;0
3838;31/1/2020;PROD_2;N;10000.0;18/6/2019;3/7/2022;37;1111;335.66;MENS;V;14.9;CONSUMO;A1;8376.14;0.0;0.0;0.0;0;8376.14;0;0;0;0;0;0;0;0;0;0
3843;31/1/2020;PROD_2;N;15000.0;18/6/2019;3/7/2023;49;1476;402.0;MENS;V;14.9;CONSUMO;A1;13156.1;0.0;0.0;0.0;0;13156.1;0;10;3;0;0;0;0;0;0;0
3847;31/1/2020;PROD_2;N;10000.0;19/6/2019;4/7/2022;37;1111;335.66;MENS;V;14.9;CONSUMO;A1;8376.14;0.0;0.0;0.0;0;8376.14;0;9;3;0;0;0;0;0;0;0
3848;31/1/2020;PROD_2;N;20000.0;19/6/2019;4/7/2024;61;1842;454.83;MENS;V;14.9;CONSUMO;A1;18014.97;0.0;0.0;0.0;0;18014.97;0;0;0;0;0;0;0;0;0;0
3850;31/1/2020;PROD_2;N;10000.0;19/6/2019;4/7/2021;25;746;470.96;MENS;V;14.9;CONSUMO;A1;7586.98;0.0;0.0;0.0;0;7586.98;0;4;2;0;0;0;0;0;0;0
3864;31/1/2020;PROD_2;N;7000.0;24/6/2019;3/7/2022;37;1105;234.96;MENS;V;14.9;CONSUMO;B2;5863.33;164.47;0.0;0.0;0;6027.8;44;49;22;0;2;0;0;0;0;0
3869;31/1/2020;PROD_2;N;9000.0;25/6/2019;9/7/2022;37;1110;302.09;MENS;V;14.9;CONSUMO;A1;7538.54;0.0;0.0;0.0;0;7538.54;0;4;2;0;0;0;0;0;0;0
3870;31/1/2020;PROD_2;N;10000.0;26/6/2019;10/7/2021;25;745;470.96;MENS;V;14.9;CONSUMO;A1;7573.14;0.0;0.0;0.0;0;7573.14;0;3;2;0;0;0;0;0;0;0
3887;31/1/2020;PROD_2;N;27000.0;28/6/2019;5/7/2025;73;2199;540.97;MENS;V;14.9;CONSUMO;A1;24746.32;0.0;0.0;0.0;0;24746.32;0;10;3;0;0;0;0;0;0;0
3888;31/1/2020;PROD_2;N;20000.0;28/6/2019;5/7/2024;61;1834;454.83;MENS;V;14.9;CONSUMO;A1;18014.97;0.0;0.0;0.0;0;18014.97;0;2;1;0;0;0;0;0;0;0
3892;31/1/2020;PROD_2;N;10000.0;28/6/2019;5/7/2022;37;1103;339.63;MENS;V;14.9;CONSUMO;C2;0.0;277.78;8888.88;0.0;0;9166.66;87;87;36;0;1;2;0;0;0;0
3893;31/1/2020;PROD_2;N;15000.0;28/6/2019;30/6/2022;36;1098;500.75;MENS;V;14.9;CONSUMO;A1;12149.45;0.0;0.0;0.0;0;12149.45;0;1;1;0;0;0;0;0;0;0
3894;31/1/2020;PROD_2;N;20000.0;28/6/2019;12/7/2024;61;1841;454.83;MENS;V;14.9;CONSUMO;A1;18014.97;0.0;0.0;0.0;0;18014.97;0;0;0;0;0;0;0;0;0;0
3895;31/1/2020;PROD_2;N;7000.0;28/6/2019;10/7/2022;37;1108;234.96;MENS;V;14.9;CONSUMO;B2;5863.33;164.47;0.0;0.0;0;6027.8;44;44;7;0;1;0;0;0;0;0
3897;31/1/2020;PROD_2;N;5000.0;28/6/2019;8/7/2022;37;1106;167.83;MENS;V;14.9;CONSUMO;A1;4185.33;0.0;0.0;0.0;0;4185.33;0;10;4;0;0;0;0;0;0;0
3900;31/1/2020;PROD_2;N;5000.0;29/6/2019;15/7/2022;37;1112;167.83;MENS;V;14.9;CONSUMO;A1;4178.57;0.0;0.0;0.0;0;4178.57;0;0;0;0;0;0;0;0;0;0
3901;31/1/2020;PROD_2;N;10000.0;29/6/2019;5/7/2022;37;1102;335.66;MENS;V;14.9;CONSUMO;A1;8376.14;0.0;0.0;0.0;0;8376.14;0;0;0;0;0;0;0;0;0;0
3902;31/1/2020;PROD_2;N;15000.0;29/6/2019;5/7/2022;37;1102;503.49;MENS;V;14.9;CONSUMO;A1;12564.21;0.0;0.0;0.0;0;12564.21;0;1;1;0;0;0;0;0;0;0
3917;31/1/2020;PROD_2;N;6000.0;5/7/2019;10/7/2022;36;1101;200.27;MENS;V;14.9;CONSUMO;A1;4827.26;0.0;0.0;0.0;0;4827.26;0;0;0;0;0;0;0;0;0;0
3919;31/1/2020;PROD_2;N;20000.0;5/7/2019;16/7/2024;60;1838;454.83;MENS;V;14.9;CONSUMO;A1;18014.97;0.0;0.0;0.0;0;18014.97;0;0;0;0;0;0;0;0;0;0
3933;31/1/2020;PROD_2;N;8000.0;9/7/2019;10/1/2021;18;551;485.03;MENS;V;14.9;CONSUMO;A1;5435.52;0.0;0.0;0.0;0;5435.52;0;7;3;0;0;0;0;0;0;0
3934;31/1/2020;PROD_2;N;3000.0;9/7/2019;9/7/2021;24;731;141.29;MENS;V;14.9;CONSUMO;A1;2276.1;0.0;0.0;0.0;0;2276.1;0;53;22;0;2;0;0;0;0;0
3936;31/1/2020;PROD_2;N;1200.0;9/7/2019;10/7/2020;12;367;105.22;MENS;V;14.9;CONSUMO;A1;626.35;0.0;0.0;0.0;0;626.35;0;0;0;0;0;0;0;0;0;0
3947;31/1/2020;PROD_2;N;10000.0;12/7/2019;15/7/2022;36;1099;335.66;MENS;V;14.9;CONSUMO;A1;8376.14;0.0;0.0;0.0;0;8376.14;0;0;0;0;0;0;0;0;0;0
3948;31/1/2020;PROD_2;N;10000.0;12/7/2019;15/7/2023;48;1464;268.0;MENS;V;14.9;CONSUMO;A1;8770.75;0.0;0.0;0.0;0;8770.75;0;7;2;0;0;0;0;0;0;0
3954;31/1/2020;PROD_2;N;20000.0;15/7/2019;15/7/2025;72;2192;400.72;MENS;V;14.9;CONSUMO;A1;18330.6;0.0;0.0;0.0;0;18330.6;0;0;0;0;0;0;0;0;0;0
3966;31/1/2020;PROD_2;N;10000.0;17/7/2019;26/7/2022;36;1105;335.66;MENS;V;14.9;CONSUMO;A1;8353.94;0.0;0.0;0.0;0;8353.94;0;0;0;0;0;0;0;0;0;0
3973;31/1/2020;PROD_2;N;3000.0;18/7/2019;2/8/2021;25;746;141.26;MENS;V;14.9;CONSUMO;A1;2272.07;0.0;0.0;0.0;0;2272.07;0;0;0;0;0;0;0;0;0;0
3975;31/1/2020;PROD_2;N;2500.0;19/7/2019;3/8/2020;13;381;220.56;MENS;V;14.9;CONSUMO;A1;1511.54;0.0;0.0;0.0;0;1511.54;0;0;0;0;0;0;0;0;0;0
3978;31/1/2020;PROD_2;N;20000.0;19/7/2019;19/8/2024;61;1858;457.0;MENS;V;14.9;CONSUMO;A1;18346.78;0.0;0.0;0.0;0;18346.78;0;3;1;0;0;0;0;0;0;0
3979;31/1/2020;PROD_2;N;990.0;19/7/2019;19/7/2020;12;366;86.66;MENS;V;14.9;CONSUMO;A1;516.84;0.0;0.0;0.0;0;516.84;0;0;0;0;0;0;0;0;0;0
3989;31/1/2020;PROD_2;N;13000.0;22/7/2019;6/2/2021;19;565;792.91;MENS;V;14.9;CONSUMO;B1;9556.08;555.04;0.0;0.0;0;10111.12;22;22;4;0;0;0;0;0;0;0
3990;31/1/2020;PROD_2;N;20000.0;22/7/2019;30/7/2024;60;1835;454.81;MENS;V;14.9;CONSUMO;A1;17960.75;0.0;0.0;0.0;0;17960.75;0;0;0;0;0;0;0;0;0;0
3992;31/1/2020;PROD_2;N;9000.0;22/7/2019;6/2/2023;43;1295;268.7;MENS;V;14.9;CONSUMO;A1;7954.75;0.0;0.0;0.0;0;7954.75;0;9;3;0;0;0;0;0;0;0
3993;31/1/2020;PROD_2;N;30000.0;23/7/2019;23/7/2025;72;2192;601.08;MENS;V;14.9;CONSUMO;A1;27435.09;0.0;0.0;0.0;0;27435.09;0;0;0;0;0;0;0;0;0;0
4007;31/1/2020;PROD_2;N;2400.0;24/7/2019;27/7/2021;24;734;113.67;MENS;V;14.9;CONSUMO;B2;1920.43;79.57;0.0;0.0;0;2000.0;35;35;18;0;2;0;0;0;0;0
4008;31/1/2020;PROD_2;N;1200.0;24/7/2019;17/7/2020;12;359;1378.8;VCTO;V;14.9;CONSUMO;A1;234.84;0.0;0.0;0.0;0;234.84;0;0;0;0;0;0;0;0;0;0
4009;31/1/2020;PROD_2;N;10000.0;24/7/2019;5/8/2022;37;1108;337.47;MENS;V;14.9;CONSUMO;A1;8652.65;0.0;0.0;0.0;0;8652.65;0;1;1;0;0;0;0;0;0;0
4012;31/1/2020;PROD_2;N;2000.0;25/7/2019;9/8/2020;13;381;176.45;MENS;V;14.9;CONSUMO;A1;1209.8;0.0;0.0;0.0;0;1209.8;0;14;4;0;0;0;0;0;0;0
4024;31/1/2020;PROD_2;N;10000.0;26/7/2019;26/7/2022;36;1096;337.44;MENS;V;14.9;CONSUMO;B2;8652.67;236.21;0.0;0.0;0;8888.88;36;36;8;0;1;0;0;0;0;0
4026;31/1/2020;PROD_2;N;5000.0;27/7/2019;5/2/2022;31;924;195.98;MENS;V;14.9;CONSUMO;A1;4196.13;0.0;0.0;0.0;0;4196.13;0;0;0;0;0;0;0;0;0;0
4027;31/1/2020;PROD_2;N;20000.0;29/7/2019;12/8/2024;61;1841;457.0;MENS;V;14.9;CONSUMO;A1;18322.27;0.0;0.0;0.0;0;18322.27;0;0;0;0;0;0;0;0;0;0
4029;31/1/2020;PROD_2;N;13000.0;29/7/2019;10/8/2023;49;1473;350.16;MENS;V;14.9;CONSUMO;A1;11671.57;0.0;0.0;0.0;0;11671.57;0;3;1;0;0;0;0;0;0;0
4035;31/1/2020;PROD_2;N;8000.0;30/7/2019;2/8/2022;37;1099;269.97;MENS;V;14.9;CONSUMO;A1;6922.14;0.0;0.0;0.0;0;6922.14;0;17;8;0;0;0;0;0;0;0
4036;31/1/2020;PROD_2;N;10000.0;30/7/2019;8/8/2022;37;1105;337.46;MENS;V;14.9;CONSUMO;A1;8652.66;0.0;0.0;0.0;0;8652.66;0;14;6;0;0;0;0;0;0;0
4038;31/1/2020;PROD_2;N;20000.0;31/7/2019;5/8/2024;61;1832;457.0;MENS;V;14.9;CONSUMO;A1;18318.37;0.0;0.0;0.0;0;18318.37;0;0;0;0;0;0;0;0;0;0
4048;31/1/2020;PROD_2;N;1000.0;31/7/2019;2/2/2020;7;186;1077.4;SEMES;V;14.9;CONSUMO;A1;245.82;0.0;0.0;0.0;0;245.82;0;0;0;0;0;0;0;0;0;0
4052;31/1/2020;PROD_2;N;13000.0;31/7/2019;5/8/2023;49;1466;348.34;MENS;V;14.9;CONSUMO;A1;11361.47;0.0;0.0;0.0;0;11361.47;0;0;0;0;0;0;0;0;0;0
4054;31/1/2020;PROD_2;N;10000.0;1/8/2019;15/8/2023;48;1475;269.36;MENS;V;14.9;CONSUMO;A1;8970.29;0.0;0.0;0.0;0;8970.29;0;2;1;0;0;0;0;0;0;0
4058;31/1/2020;PROD_2;N;3000.0;3/8/2019;5/8/2021;24;733;142.1;MENS;V;14.9;CONSUMO;A1;2400.53;0.0;0.0;0.0;0;2400.53;0;0;0;0;0;0;0;0;0;0
4063;31/1/2020;PROD_2;N;5000.0;6/8/2019;6/8/2022;36;1096;168.73;MENS;V;14.9;CONSUMO;A1;4326.33;0.0;0.0;0.0;0;4326.33;0;17;6;0;0;0;0;0;0;0
4064;31/1/2020;PROD_2;N;8000.0;6/8/2019;20/8/2022;36;1110;269.97;MENS;V;14.9;CONSUMO;A1;6922.14;0.0;0.0;0.0;0;6922.14;0;4;2;0;0;0;0;0;0;0
4066;31/1/2020;PROD_2;N;5000.0;7/8/2019;7/8/2022;36;1096;168.73;MENS;V;14.9;CONSUMO;A1;4321.89;0.0;0.0;0.0;0;4321.89;0;0;0;0;0;0;0;0;0;0
4069;31/1/2020;PROD_2;N;3000.0;8/8/2019;10/2/2020;6;186;509.94;MENS;V;14.9;CONSUMO;A1;643.04;0.0;0.0;0.0;0;643.04;0;8;2;0;0;0;0;0;0;0
4070;31/1/2020;PROD_2;N;8000.0;8/8/2019;10/8/2022;36;1098;274.52;MENS;V;14.9;CONSUMO;D;0.0;444.44;7333.34;0.0;0;7777.78;113;113;54;0;1;1;1;0;0;0
4076;31/1/2020;PROD_2;N;20000.0;9/8/2019;9/8/2022;36;1096;674.93;MENS;V;14.9;CONSUMO;A1;17305.31;0.0;0.0;0.0;0;17305.31;0;0;0;0;0;0;0;0;0;0
4077;31/1/2020;PROD_2;N;10000.0;9/8/2019;10/8/2022;36;1097;337.46;MENS;V;14.9;CONSUMO;A1;8652.66;0.0;0.0;0.0;0;8652.66;0;9;3;0;0;0;0;0;0;0
4078;31/1/2020;PROD_2;N;500.0;12/8/2019;12/2/2020;6;184;84.95;MENS;V;14.9;CONSUMO;A2;106.78;59.46;0.0;0.0;0;166.24;5;5;2;0;0;0;0;0;0;0
4080;31/1/2020;PROD_2;N;13000.0;12/8/2019;15/8/2022;36;1099;438.7;MENS;V;14.9;CONSUMO;B1;11248.47;307.09;0.0;0.0;0;11555.56;22;22;6;0;0;0;0;0;0;0
4088;31/1/2020;PROD_2;N;5000.0;13/8/2019;13/8/2021;24;731;236.84;MENS;V;14.9;CONSUMO;A1;4000.89;0.0;0.0;0.0;0;4000.89;0;16;6;0;0;0;0;0;0;0
4090;31/1/2020;PROD_2;N;11000.0;14/8/2019;15/8/2021;24;732;521.04;MENS;V;14.9;CONSUMO;A1;8801.95;0.0;0.0;0.0;0;8801.95;0;0;0;0;0;0;0;0;0;0
4095;31/1/2020;PROD_2;N;10000.0;14/8/2019;15/8/2021;24;732;473.67;MENS;V;14.9;CONSUMO;A1;8001.75;0.0;0.0;0.0;0;8001.75;0;0;0;0;0;0;0;0;0;0
4100;31/1/2020;PROD_2;N;10000.0;15/8/2019;15/2/2023;42;1280;298.55;MENS;V;14.9;CONSUMO;A1;8833.91;0.0;0.0;0.0;0;8833.91;0;0;0;0;0;0;0;0;0;0
4105;31/1/2020;PROD_2;N;13000.0;19/8/2019;19/8/2022;36;1096;438.7;MENS;V;14.9;CONSUMO;A1;11248.47;0.0;0.0;0.0;0;11248.47;0;0;0;0;0;0;0;0;0;0
4107;31/1/2020;PROD_2;N;20000.0;19/8/2019;3/9/2023;49;1476;541.42;MENS;V;14.9;CONSUMO;A1;18371.0;0.0;0.0;0.0;0;18371.0;0;1;1;0;0;0;0;0;0;0
4110;31/1/2020;PROD_2;N;5000.0;19/8/2019;2/3/2022;31;926;197.06;MENS;V;14.9;CONSUMO;A1;4362.05;0.0;0.0;0.0;0;4362.05;0;0;0;0;0;0;0;0;0;0
4111;31/1/2020;PROD_2;N;20000.0;19/8/2019;26/8/2024;60;1834;457.0;MENS;V;14.9;CONSUMO;A1;18346.78;0.0;0.0;0.0;0;18346.78;0;3;2;0;0;0;0;0;0;0
4113;31/1/2020;PROD_2;N;14300.0;21/8/2019;28/8/2024;60;1834;328.28;MENS;V;14.9;CONSUMO;B2;13345.8;229.8;0.0;0.0;0;13575.6;34;34;8;0;1;0;0;0;0;0
4117;31/1/2020;PROD_2;N;17000.0;22/8/2019;22/8/2024;60;1827;388.45;MENS;V;14.9;CONSUMO;A1;15581.97;0.0;0.0;0.0;0;15581.97;0;6;2;0;0;0;0;0;0;0
4122;31/1/2020;PROD_2;N;7000.0;23/8/2019;5/9/2022;37;1109;237.49;MENS;V;14.9;CONSUMO;A1;6208.17;0.0;0.0;0.0;0;6208.17;0;0;0;0;0;0;0;0;0;0
4125;31/1/2020;PROD_2;N;670.0;24/8/2019;24/2/2020;6;184;113.81;MENS;V;14.9;CONSUMO;A1;143.65;0.0;0.0;0.0;0;143.65;0;0;0;0;0;0;0;0;0;0
4134;31/1/2020;PROD_2;N;15000.0;26/8/2019;30/8/2023;48;1465;404.01;MENS;V;14.9;CONSUMO;A1;13402.43;0.0;0.0;0.0;0;13402.43;0;0;0;0;0;0;0;0;0;0
4136;31/1/2020;PROD_2;N;9000.0;26/8/2019;1/9/2020;13;372;10389.44;ANU;V;14.9;CONSUMO;A1;1727.39;0.0;0.0;0.0;0;1727.39;0;0;0;0;0;0;0;0;0;0
4137;31/1/2020;PROD_2;N;1000.0;27/8/2019;10/9/2020;13;380;88.77;MENS;V;14.9;CONSUMO;A1;687.87;0.0;0.0;0.0;0;687.87;0;0;0;0;0;0;0;0;0;0
4149;31/1/2020;PROD_2;N;4000.0;28/8/2019;28/8/2021;24;731;189.47;MENS;V;14.9;CONSUMO;A1;3200.69;0.0;0.0;0.0;0;3200.69;0;0;0;0;0;0;0;0;0;0
4153;31/1/2020;PROD_2;N;3000.0;29/8/2019;30/8/2021;24;732;143.79;MENS;V;14.9;CONSUMO;C1;2613.6;100.65;0.0;0.0;0;2714.25;62;62;25;0;1;1;0;0;0;0
4160;31/1/2020;PROD_2;N;15000.0;30/8/2019;5/9/2022;37;1102;508.91;MENS;V;14.9;CONSUMO;A1;13393.75;0.0;0.0;0.0;0;13393.75;0;0;0;0;0;0;0;0;0;0
4161;31/1/2020;PROD_2;N;7000.0;30/8/2019;30/8/2022;36;1096;236.21;MENS;V;14.9;CONSUMO;B2;6056.89;165.35;0.0;0.0;0;6222.24;44;44;9;0;1;0;0;0;0;0
4165;31/1/2020;PROD_2;N;30000.0;30/8/2019;5/9/2025;73;2198;606.5;MENS;V;14.9;CONSUMO;A1;28325.44;0.0;0.0;0.0;0;28325.44;0;1;1;0;0;0;0;0;0;0
4174;31/1/2020;PROD_2;N;10000.0;31/8/2019;7/9/2022;37;1103;339.27;MENS;V;14.9;CONSUMO;A1;8925.24;0.0;0.0;0.0;0;8925.24;0;3;2;0;0;0;0;0;0;0
4183;31/1/2020;PROD_2;N;20000.0;31/8/2019;5/10/2024;62;1862;461.34;MENS;V;14.9;CONSUMO;A1;19010.4;0.0;0.0;0.0;0;19010.4;0;0;0;0;0;0;0;0;0;0
4191;31/1/2020;PROD_2;N;20000.0;5/9/2019;16/9/2021;24;742;952.77;MENS;V;14.9;CONSUMO;A1;16833.07;0.0;0.0;0.0;0;16833.07;0;2;1;0;0;0;0;0;0;0
4194;31/1/2020;PROD_2;N;5000.0;6/9/2019;6/9/2020;12;366;443.84;MENS;V;14.9;CONSUMO;A1;3439.3;0.0;0.0;0.0;0;3439.3;0;8;3;0;0;0;0;0;0;0
4198;31/1/2020;PROD_2;N;4000.0;6/9/2019;8/3/2022;30;914;157.65;MENS;V;14.9;CONSUMO;A1;3489.66;0.0;0.0;0.0;0;3489.66;0;1;1;0;0;0;0;0;0;0
4205;31/1/2020;PROD_2;N;3000.0;10/9/2019;10/9/2021;24;731;142.92;MENS;V;14.9;CONSUMO;A1;2495.79;0.0;0.0;0.0;0;2495.79;0;3;2;0;0;0;0;0;0;0
4210;31/1/2020;PROD_2;N;2700.0;11/9/2019;15/3/2021;18;551;165.65;MENS;V;14.9;CONSUMO;A1;2089.31;0.0;0.0;0.0;0;2089.31;0;0;0;0;0;0;0;0;0;0
4211;31/1/2020;PROD_2;N;7500.0;11/9/2019;15/9/2022;36;1100;254.45;MENS;V;14.9;CONSUMO;A1;6696.9;0.0;0.0;0.0;0;6696.9;0;8;3;0;0;0;0;0;0;0
4217;31/1/2020;PROD_2;N;10000.0;15/9/2019;28/9/2022;36;1109;339.27;MENS;V;14.9;CONSUMO;A1;8925.24;0.0;0.0;0.0;0;8925.24;0;0;0;0;0;0;0;0;0;0
4219;31/1/2020;PROD_2;N;15000.0;16/9/2019;28/9/2024;60;1839;344.38;MENS;V;14.9;CONSUMO;A1;13996.0;0.0;0.0;0.0;0;13996.0;0;0;0;0;0;0;0;0;0;0
4222;31/1/2020;PROD_2;N;4500.0;16/9/2019;16/9/2020;12;366;399.46;MENS;V;14.9;CONSUMO;A1;3095.38;0.0;0.0;0.0;0;3095.38;0;14;5;0;0;0;0;0;0;0
4223;31/1/2020;PROD_2;N;7000.0;16/9/2019;1/10/2022;37;1111;237.45;MENS;V;14.9;CONSUMO;B1;6233.31;166.21;0.0;0.0;0;6399.52;22;22;6;0;0;0;0;0;0;0
4225;31/1/2020;PROD_2;N;1000.0;17/9/2019;17/7/2020;10;304;105.22;MENS;V;14.9;CONSUMO;A1;626.35;0.0;0.0;0.0;0;626.35;0;13;5;0;0;0;0;0;0;0
4226;31/1/2020;PROD_2;N;6000.0;17/9/2019;2/10/2022;37;1111;204.65;MENS;V;14.9;CONSUMO;A1;5523.4;0.0;0.0;0.0;0;5523.4;0;3;1;0;0;0;0;0;0;0
4230;31/1/2020;PROD_2;N;10000.0;19/9/2019;28/3/2021;18;556;613.52;MENS;V;14.9;CONSUMO;A1;7861.56;0.0;0.0;0.0;0;7861.56;0;0;0;0;0;0;0;0;0;0
4239;31/1/2020;PROD_2;N;35000.0;21/9/2019;30/9/2025;72;2201;707.56;MENS;V;14.9;CONSUMO;A1;33046.38;0.0;0.0;0.0;0;33046.38;0;0;0;0;0;0;0;0;0;0
4252;31/1/2020;PROD_2;N;40000.0;26/9/2019;2/10/2024;61;1833;922.68;MENS;V;14.9;CONSUMO;A1;38020.78;0.0;0.0;0.0;0;38020.78;0;3;1;0;0;0;0;0;0;0
4255;31/1/2020;PROD_2;N;2000.0;29/9/2019;5/4/2021;19;554;123.43;MENS;V;14.9;CONSUMO;B2;1689.62;86.4;0.0;0.0;0;1776.02;42;42;10;0;1;0;0;0;0;0
4256;31/1/2020;PROD_2;N;15000.0;27/9/2019;5/10/2021;25;739;718.65;MENS;V;14.9;CONSUMO;A1;13235.01;0.0;0.0;0.0;0;13235.01;0;0;0;0;0;0;0;0;0;0
4259;31/1/2020;PROD_2;N;10000.0;27/9/2019;5/10/2022;37;1104;341.08;MENS;V;14.9;CONSUMO;A1;9205.68;0.0;0.0;0.0;0;9205.68;0;0;0;0;0;0;0;0;0;0
4262;31/1/2020;PROD_2;N;6000.0;28/9/2019;3/10/2022;37;1101;204.65;MENS;V;14.9;CONSUMO;A1;5523.4;0.0;0.0;0.0;0;5523.4;0;1;1;0;0;0;0;0;0;0
4264;31/1/2020;PROD_2;N;15000.0;28/9/2019;12/10/2023;49;1475;408.1;MENS;V;14.9;CONSUMO;A1;14089.33;0.0;0.0;0.0;0;14089.33;0;0;0;0;0;0;0;0;0;0
4271;31/1/2020;PROD_2;N;20000.0;9/10/2019;15/10/2025;72;2198;406.14;MENS;V;14.9;CONSUMO;A1;19151.84;0.0;0.0;0.0;0;19151.84;0;0;0;0;0;0;0;0;0;0
4278;31/1/2020;PROD_2;N;10000.0;14/10/2019;15/10/2022;36;1097;341.08;MENS;V;14.9;CONSUMO;A1;9205.68;0.0;0.0;0.0;0;9205.68;0;0;0;0;0;0;0;0;0;0
